"state_fips","state_name","year","cit"
50,"Vermont",2003,9.75
50,"Vermont",2004,9.75
50,"Vermont",2005,9.75
50,"Vermont",2006,9.75
50,"Vermont",2007,8.9
50,"Vermont",2008,8.5
50,"Vermont",2009,8.5
50,"Vermont",2010,8.5
50,"Vermont",2011,8.5
50,"Vermont",2012,8.5
50,"Vermont",2013,8.5
50,"Vermont",2014,8.5
50,"Vermont",2015,8.5
50,"Vermont",2016,8.5
50,"Vermont",2017,8.5
50,"Vermont",2018,8.5
50,"Vermont",2019,8.5
50,"Vermont",2020,8.5
51,"Virginia",2000,6
51,"Virginia",2001,6
51,"Virginia",2002,6
51,"Virginia",2003,6
51,"Virginia",2004,6
51,"Virginia",2005,6
51,"Virginia",2006,6
51,"Virginia",2007,6
51,"Virginia",2008,6
51,"Virginia",2009,6
51,"Virginia",2010,6
51,"Virginia",2011,6
51,"Virginia",2012,6
51,"Virginia",2013,6
51,"Virginia",2014,6
51,"Virginia",2015,6
51,"Virginia",2016,6
51,"Virginia",2017,6
51,"Virginia",2018,6
51,"Virginia",2019,6
51,"Virginia",2020,6
53,"Washington",2000,0
53,"Washington",2001,0
53,"Washington",2002,0
53,"Washington",2003,0
53,"Washington",2004,0
53,"Washington",2005,0
53,"Washington",2006,0
53,"Washington",2007,0
53,"Washington",2008,0
53,"Washington",2009,0
53,"Washington",2010,0
53,"Washington",2011,0
53,"Washington",2012,0
53,"Washington",2013,0
53,"Washington",2014,0
53,"Washington",2015,0
53,"Washington",2016,0
53,"Washington",2017,0
53,"Washington",2018,0
53,"Washington",2019,0
53,"Washington",2020,0
54,"West Virginia",2000,9
54,"West Virginia",2001,9
54,"West Virginia",2002,9
54,"West Virginia",2003,9
54,"West Virginia",2004,9
54,"West Virginia",2005,9
54,"West Virginia",2006,9
54,"West Virginia",2007,9
54,"West Virginia",2008,8.75
54,"West Virginia",2009,8.5
54,"West Virginia",2010,8.5
54,"West Virginia",2011,8.5
54,"West Virginia",2012,7.75
54,"West Virginia",2013,7
54,"West Virginia",2014,6.5
54,"West Virginia",2015,6.5
54,"West Virginia",2016,6.5
54,"West Virginia",2017,6.5
54,"West Virginia",2018,6.5
54,"West Virginia",2019,6.5
54,"West Virginia",2020,6.5
55,"Wisconsin",2000,7.9
55,"Wisconsin",2001,7.9
55,"Wisconsin",2002,7.9
55,"Wisconsin",2003,7.9
55,"Wisconsin",2004,7.9
55,"Wisconsin",2005,7.9
55,"Wisconsin",2006,7.9
55,"Wisconsin",2007,7.9
55,"Wisconsin",2008,7.9
55,"Wisconsin",2009,7.9
55,"Wisconsin",2010,7.9
55,"Wisconsin",2011,7.9
55,"Wisconsin",2012,7.9
55,"Wisconsin",2013,7.9
55,"Wisconsin",2014,7.9
55,"Wisconsin",2015,7.9
55,"Wisconsin",2016,7.9
55,"Wisconsin",2017,7.9
55,"Wisconsin",2018,7.9
55,"Wisconsin",2019,7.9
55,"Wisconsin",2020,7.9
56,"Wyoming",2000,0
56,"Wyoming",2001,0
56,"Wyoming",2002,0
56,"Wyoming",2003,0
56,"Wyoming",2004,0
56,"Wyoming",2005,0
56,"Wyoming",2006,0
56,"Wyoming",2007,0
56,"Wyoming",2008,0
56,"Wyoming",2009,0
56,"Wyoming",2010,0
56,"Wyoming",2011,0
56,"Wyoming",2012,0
56,"Wyoming",2013,0
56,"Wyoming",2014,0
56,"Wyoming",2015,0
56,"Wyoming",2016,0
56,"Wyoming",2017,0
56,"Wyoming",2018,0
56,"Wyoming",2019,0
56,"Wyoming",2020,0
